10 KG Ketchup
Ring - Distal:;0.000097;0.000332;1.467651;53.112007;3059.761475;3948.752197;7475.063477;4887.989258;4298.685547;5666.850098;4335.503906;5450.757813;4001.057617;4802.552246;3827.040283;5423.63916;3772.507813;4582.128418;4416.586914;4395.262695;4739.109863;4463.413574;4715.235352;4759.55957;4379.547852;1871.856079;0.000101;14.944273;0.000696;0.000389;0.000046
Ring - Intermediate:;0.0;0.000082;0.000402;0.000383;2234.32373;6169.960938;18931.552734;10872.314453;10049.250977;13535.419922;9950.116211;12935.426758;9242.543945;11179.902344;8665.62793;12522.21875;8734.914063;10992.983398;10273.869141;10423.564453;11006.888672;10518.449219;11229.015625;11152.522461;10172.77832;7227.306641;408.437836;814.233826;105.455551;5957.986816;205.898361
Ring - Proximal:;0.000794;0.001325;0.000384;0.0;0.001311;9391.805664;23394.748047;11285.314453;12252.210938;15655.527344;12537.036133;14821.061523;11295.911133;13207.509766;10579.904297;13920.344727;10410.107422;13886.805664;11793.760742;12863.477539;12979.366211;13524.638672;13742.732422;13340.929688;12340.333984;12602.287109;5228.225098;4794.279785;1305.881226;27537.142578;0.001475
Pinky - Distal:;0.000012;39.384586;71.540421;422.873047;2330.852295;1878.016479;4327.445313;1314.594482;2058.498291;2419.134521;2000.334351;2422.020508;1803.570679;2169.421875;1751.564331;2427.039551;1712.657715;1993.63147;2041.133789;1901.125488;2141.907227;1959.630249;2196.378662;2074.217773;2027.793823;1102.555298;907.280701;114.031006;0.000043;0.000086;20.084175
Pinky - Intermediate:;24.27545;0.000092;0.000144;552.016052;1869.060181;2525.932373;9779.391602;3233.575195;2790.888672;3449.829102;2622.526367;3300.370117;2287.878662;2868.233887;2262.458496;3288.601807;2217.487305;2761.394287;2774.777344;2494.020264;2869.066895;2557.178955;3000.113037;2926.168945;2635.751709;3007.928711;1274.682251;171.504593;72.899483;1393.324951;638.799133
Pinky - Proximal:;0.000431;0.000124;0.00044;0.000759;0.001854;2433.282959;10546.575195;2516.577637;2194.027588;2873.550537;1997.811279;2670.449219;1677.608521;2226.437744;1660.232544;2667.299561;1634.000854;2163.303223;2142.107666;1909.092529;2255.854736;1919.657837;2365.220703;2358.998535;2025.005981;5032.639648;2495.084961;564.691162;680.878723;5179.772949;507.075897
Thumb - Distal:;0.000072;0.000165;0.000384;81.687714;12457.644531;17773.892578;11647.125977;8585.291016;7643.165527;10139.424805;8123.383789;9926.664063;7092.773438;9572.584961;7044.439941;9765.020508;7252.527344;8368.460938;8663.576172;7569.428223;9559.391602;7967.856445;9309.804688;8699.524414;8929.0;4960.897949;3773.973633;83.257187;493.557587;0.000258;0.000046
Thumb - Intermediate:;0.000106;0.0003;0.000053;2901.637939;35683.4375;42939.9375;38037.175781;30534.71875;24049.193359;32969.539063;24705.8125;33815.542969;22836.095703;31158.429688;22575.384766;32768.753906;23157.9375;25864.505859;28881.214844;23813.572266;30187.910156;25281.162109;28843.177734;27097.248047;27033.945313;24448.199219;3187.317139;0.000468;4213.703125;0.000122;0.000095
Thumb - Proximal:;0.000454;0.001322;0.000543;0.000435;134213.671875;114155.9375;124785.953125;125373.695313;108774.53125;121959.953125;111391.03125;125950.820313;107657.78125;123106.539063;107113.375;126021.40625;107456.210938;109638.484375;122751.398438;106690.734375;121899.882813;109815.867188;118024.890625;113131.398438;113654.609375;129182.734375;30698.572266;0.003994;3451.783447;0.00034;0.000845


GraspType:;LargeDiameter
Index - Distal:;0.000011;0.000176;0.000044;31.396303;131.470047;0.000022;714.119446;695.621277;555.393677;0.000186;3390.852539;2526.666504;3689.339355;2583.789551;3027.336182;2674.338135;2745.533936;2565.964355;2721.227539;2756.340332;2981.078613;2786.63916;3256.841309;2963.520752;3092.575195;3017.703369;2823.115234;3260.568604;3257.415039;3358.409668;2149.580811;729.916199;212.613892;947.55188;0.000042
