
ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue
Index - Distal:;0.000011;0.000011;0.000011;0.000015;0.000052;0.000011;0.000011;0.000003;0.000043;0.000042;0.000024;58.11972;0.000043;199.760818;93.640953;264.610107;572.247192;612.870117;1502.186035;697.555115;749.698914;770.628845;881.174622;887.043701;692.033508;1281.924194;635.767761;914.457764;758.566772;1040.655029;960.64502;746.732483;767.283875;967.270447;839.608032;805.705811;728.272339;951.183167;890.392212;602.823181;760.304565;811.047729;935.413391;949.089355;834.196045;856.116577;839.998596;748.638916;711.533081;957.125305;872.462524;881.321045;824.206909;790.305969;975.448486;933.156433;745.272461;865.854614;963.789612;922.102722;831.922791;694.299377;943.410339;959.979431;970.572754;761.097717;750.268921;985.853821;347.557129;379.347107;792.145447
Index - Intermediate:;0.000011;29.924517;234.007523;0.0;0.000171;0.000086;250.072205;0.000048;0.000178;0.000042;0.000086;286.042419;198.651749;339.18866;824.185486;1371.847412;831.559509;1551.339722;2191.39624;2170.946533;5839.866211;6220.428711;6108.944824;6970.474609;6156.105469;7055.501465;6192.229492;7177.65332;6149.374512;6698.59668;6308.191406;6244.840332;6592.331543;6157.347656;6146.637695;6300.288574;6171.472168;6102.154297;6279.037598;5065.864258;6900.219727;5006.875488;6726.946289;5908.548828;7471.944336;6577.816406;5714.453613;5085.61377;6898.08252;7738.280762;5757.921875;6063.757324;6887.219238;7026.76123;6078.225586;6195.573242;6546.992676;7070.272949;6434.333008;6425.607422;6819.794922;6068.975586;6412.683594;6707.390137;6075.175293;6589.239258;6427.774902;5483.93457;2102.093506;512.58667;1252.532104
Index - Proximal:;0.000096;0.000086;0.000427;0.000808;0.000485;0.000344;0.000086;0.0;0.000172;0.0;0.000707;0.001559;0.000367;0.001033;0.00217;0.000952;0.00136;0.001978;0.001384;798.729675;5830.418457;6010.591797;4556.699219;6368.881348;4424.478516;5833.89502;5444.518555;5706.109863;4358.73584;5159.012207;4768.734375;4442.026367;5328.737793;3837.253174;4925.891602;4323.026855;4478.226563;4121.926758;4950.569336;1224.761963;6323.802734;1918.396729;5932.69873;3105.330566;8074.574219;4320.324219;3532.903564;2439.276855;6978.85791;7056.189453;3514.512939;4808.522461;6090.035645;6614.118652;4045.692383;4442.04834;5028.812988;6707.793945;4965.345703;5312.949707;5528.414551;4288.114258;4924.750977;5652.388672;3767.535156;5578.128418;4922.526855;3001.725586;0.001709;0.002046;0.003067
Middle - Distal:;0.000011;0.000089;0.000032;0.000172;0.000094;0.000015;0.000049;0.000027;0.000021;0.000047;0.000027;0.000341;20.058279;0.000032;421.941193;0.000352;230.058762;724.109924;1055.467896;576.766663;1317.533936;1271.847412;1202.854614;978.083313;908.539185;1420.614258;905.624084;1056.161011;839.946045;1214.260864;1164.542603;903.110107;915.101501;1167.347168;1113.411865;910.207886;847.753235;1094.963501;1159.678589;858.135803;854.337402;1011.150452;1093.183105;1129.054565;988.959167;886.941956;1086.536377;1102.695435;908.792358;1053.413574;1062.633179;1143.360718;927.934998;899.398499;1120.44104;1128.848755;851.346741;940.923157;1169.123169;1134.999146;911.766174;869.048462;1153.775879;1164.746216;1152.365723;923.989014;895.261047;1322.691895;802.825623;0.000171;208.42131
Middle - Intermediate:;325.291931;53.747845;138.498093;0.000177;0.0;0.000344;89.5998;0.000171;0.000346;0.000047;0.000043;0.000683;0.000172;0.00069;0.000066;0.000426;1181.667236;2526.739014;3416.969482;3558.921631;3266.547607;3354.168945;2294.427246;3176.928467;2111.802734;3555.412109;1226.804077;3144.232422;1796.187012;2267.209961;2127.343018;1864.025513;2529.673828;1645.926147;1911.088135;1788.526245;2134.432617;1338.996216;2115.6875;739.349243;2537.931152;608.065979;1832.612305;1457.814575;3861.780029;2469.778564;1232.061279;602.648743;1958.21814;3907.079102;756.681396;1062.249634;2086.937012;1947.261841;1377.389282;872.290955;1422.256714;1825.455688;1541.411011;1529.472412;1672.871582;944.682373;1552.003174;1804.728882;1080.900146;1840.362915;1665.01062;963.795227;733.124939;25.259331;0.001372
Middle - Proximal:;0.000091;784.410828;0.000172;0.000192;0.000086;0.000688;0.000192;0.000683;0.000693;0.000345;0.000768;0.000255;0.000716;0.000689;0.000044;0.001445;59.474274;2981.883301;2626.009277;6197.399902;3221.521973;5043.168457;1952.96106;4051.17749;1521.250366;4304.255859;535.059875;2999.110352;1523.46582;2256.941895;2722.790771;1177.995117;2697.224854;881.794983;2627.739502;729.646484;2131.559326;477.647736;2656.872803;0.001033;3478.058838;0.001422;1733.791748;471.848724;5957.820801;1728.553467;491.5625;0.000834;3524.134033;4712.19043;0.000573;0.0;1947.582642;2119.396729;1153.838501;0.000704;169.681992;1650.112549;1289.925293;1820.256836;887.433289;106.162636;1544.270508;1942.32373;0.000455;1809.690063;1125.480713;96.51915;166.529984;0.003516;0.002744
Ring - Distal:;0.000024;0.000086;0.000086;0.000043;0.000021;0.000086;0.0;0.000002;0.000174;0.000007;0.000172;0.000343;0.000006;0.000011;0.000006;0.000043;19.718723;61.275574;692.556763;1396.562622;1580.617554;1242.856567;2002.232666;2330.998047;1338.709229;1618.116455;1449.179565;1963.733643;1702.251465;1755.942383;1690.371704;1763.847412;1780.266235;1669.118408;1588.156616;1777.777832;1753.569092;1644.386719;1700.637695;1497.857422;1791.149902;1413.606079;1578.269043;1705.19043;2023.085693;1892.493042;1483.239624;1355.178101;1802.389771;2205.150146;1545.629272;1640.549683;1851.115845;1852.97937;1666.471069;1512.375122;1781.895264;1897.696655;1776.129028;1667.842529;1850.016113;1625.124512;1703.771973;1769.229004;1637.016235;1844.252686;1800.378662;1117.338501;0.000016;49.170521;89.591202
Ring - Intermediate:;199.567734;564.244019;176.759598;0.000173;0.000043;0.0;172.988007;0.000005;0.000011;0.000042;0.000343;216.840744;0.000087;0.000348;0.000044;0.000048;14.40496;218.860229;1200.637939;2290.935059;3269.838623;3006.83667;5052.542969;5753.774414;2586.394775;3899.744141;3512.216797;4888.196777;4014.633301;4058.13208;4045.638672;3977.057129;4467.914063;3531.465088;3931.937744;3824.918457;4435.703125;3437.595459;4246.98877;2558.027832;5330.152832;2413.686768;4343.956055;3530.070068;6034.446289;4516.204102;3052.343262;2271.616211;4521.88623;6314.645996;3083.521729;3858.423828;4330.039063;4818.324219;3659.539795;3105.994629;4482.533691;4501.072266;4121.317383;3966.928223;4380.121094;3602.291748;4003.303711;4235.792969;3325.895752;4590.050781;4325.419922;2682.199463;0.000176;0.000085;0.000192
Ring - Proximal:;0.000086;1485.071289;0.00027;0.000696;0.000177;0.000086;0.0;0.000043;0.000687;0.000086;0.000043;0.00038;0.000043;0.000385;0.000384;0.00017;0.000086;0.000353;673.569275;1866.293579;3544.429688;3898.869873;6537.257324;7249.408203;2081.35376;4303.947754;4148.982422;5426.854004;4685.241699;4538.222168;5053.010254;4260.416504;5397.646484;3537.466064;5192.077637;3820.040771;5540.217285;3510.819092;5364.677734;2226.499512;7456.414063;2137.569092;5646.438477;3341.762695;8911.125;4736.752441;3012.277344;1928.842896;5843.182129;8265.470703;3007.249268;4840.336914;4847.087402;6250.027832;4181.348145;3078.709229;5170.61084;5217.809082;4839.481934;4986.342285;4843.937012;3832.110352;4788.285156;5163.695313;3227.29248;5487.495117;4849.208984;2739.034668;414.918427;0.000341;0.000485
Pinky - Distal:;0.000011;0.000005;0.000011;0.000054;0.000011;0.805151;0.000022;0.000022;0.000005;0.000022;0.000012;0.64677;10.206689;0.000088;233.24408;432.475769;354.018097;453.119263;974.104553;1140.613525;1674.797607;1663.085693;1718.780518;1731.887207;1337.858521;1541.575439;1388.568481;1763.562988;1586.699219;1694.988159;1647.783325;1625.457031;1646.512329;1632.946167;1593.205078;1624.379639;1595.63916;1591.702026;1625.160278;1436.917358;1555.791382;1430.50061;1498.096436;1628.218018;1647.910767;1643.422974;1424.220093;1482.626587;1626.066528;1875.96875;1433.511963;1582.283936;1580.132324;1660.878784;1565.660767;1416.203125;1627.18335;1625.240845;1681.916748;1570.029663;1632.085449;1501.926636;1636.464966;1668.683228;1605.612793;1597.285767;1564.395874;766.310669;98.724709;196.070328;240.855972
Pinky - Intermediate:;33.804394;0.000087;129.603928;0.000005;0.000021;0.000087;108.587097;0.000087;0.000005;0.000024;0.000172;170.892899;0.000086;0.000022;145.220306;315.079102;261.534821;661.093689;2037.411865;1827.463867;3212.498779;3238.602539;3415.130859;3863.786865;2597.416748;3297.70752;2747.954346;4304.216309;3537.446777;3584.076172;3484.523193;3605.493652;3791.409912;3240.008545;3364.432617;3531.109375;3674.86084;3086.905518;3622.294189;2585.227539;4098.866699;2551.218262;3479.937988;3231.227539;4476.810547;3858.963135;2637.1875;2574.49585;3758.995361;4994.308594;2614.498047;3288.464111;3601.51709;3928.325684;3080.745117;2653.555908;3904.907471;3766.971436;3510.264404;3256.117432;3689.076904;3147.318359;3411.09082;3554.481689;3004.036865;3800.531494;3614.640869;1610.565918;98.265053;587.904358;493.44574
Pinky - Proximal:;0.000043;0.000177;0.0;0.000521;0.000257;0.000486;0.00042;0.000191;0.000393;0.000187;0.000393;0.00034;0.000085;0.00077;0.000309;0.000307;0.000318;266.707489;1324.538574;1238.330566;2867.112305;3254.424316;3839.378906;3975.658691;2205.968262;3391.522461;2720.532471;4865.693848;3808.115723;3829.430908;3849.583008;3797.872559;4254.11084;3161.776611;3763.854004;3563.065918;4176.364746;2967.384033;4107.405273;2281.94165;5267.938477;2271.213379;4021.143311;3048.631104;6128.68457;4145.708008;2374.679443;2285.802979;4355.155762;6444.5625;2333.109375;3568.078857;3790.923096;4611.387207;3048.907471;2421.943115;4348.587402;4085.840088;3748.990479;3464.365967;3887.406982;3086.911133;3664.250732;3919.012695;2820.223145;4266.775391;3791.525146;1298.586548;0.00097;0.000763;0.002849
Thumb - Distal:;0.000021;0.000092;0.000039;0.000096;0.000096;0.000061;0.000024;0.000061;0.000089;0.000087;0.000172;0.000177;0.000085;90.887939;153.102402;529.183655;721.924133;708.814453;2487.392334;2727.553955;2187.218994;1759.508911;1855.399536;2418.425293;2343.512451;2026.398315;1629.702759;2018.81543;2372.629639;1765.457642;1894.221558;2385.271484;2351.602539;1826.707764;1854.370728;2322.271484;2389.700684;1958.566772;2208.356689;2217.726807;2718.442139;1948.054443;1810.240112;2017.572632;2863.751465;2579.934326;1927.524292;1903.644043;2365.463135;2893.592041;1899.904419;2278.750244;2518.562744;2403.153809;2112.852051;1778.079956;2640.166016;2598.352539;2147.630859;2038.199829;2464.21167;2424.817139;2061.453613;2035.463013;1924.30481;2589.390869;2509.82373;1517.360229;3131.565186;0.000391;233.802307
Thumb - Intermediate:;0.000046;0.000039;0.000096;0.000088;0.0;0.000023;0.000129;0.000022;0.000091;0.0;0.000086;0.00041;1192.038452;0.000086;2466.563232;4251.868164;5765.236816;5447.734863;10337.980469;12952.451172;7327.431641;6786.827637;7382.330566;8351.108398;8437.036133;7356.903809;8841.774414;7077.200684;8289.929688;7037.029297;7909.934082;7876.585449;8384.773438;7055.76123;7846.119629;7422.521973;8979.135742;6802.48584;9256.567383;6625.524414;10007.239258;6178.10791;7350.875;8010.883301;10057.569336;9407.483398;6719.814941;6710.096191;7528.388672;11531.572266;5993.538574;9347.300781;8230.914063;8177.967773;8527.170898;5084.205078;9605.6875;8058.229492;8846.054688;7606.27002;8395.405273;7996.143066;8409.010742;7714.952148;7738.60791;8827.441406;8409.732422;6766.033203;9207.173828;0.000307;2645.72998
Thumb - Proximal:;0.000091;0.000192;0.000191;0.000343;0.000343;0.000172;0.000192;0.00044;0.000192;0.0;0.000086;0.00051;0.000242;0.000258;0.000172;0.00034;0.002039;0.002824;0.001548;3207.227295;7988.62207;3577.762451;4890.058594;0.001531;623.847656;4321.637207;1621.36499;0.001376;0.001522;4372.699219;4970.483887;0.002581;0.001546;4178.55127;5558.816895;0.001696;0.001221;831.304382;6352.096191;0.001855;1185.226074;0.00137;5626.946777;4733.22998;477.989288;0.00193;1510.53479;3959.366699;0.000761;2743.307373;0.002265;6744.068359;0.002043;0.000761;5024.456543;131.858276;647.124512;0.001949;6067.189941;3801.990967;0.000763;0.001913;5814.043457;4349.666016;5606.286133;0.002892;0.005819;1047.129639;0.001232;0.000171;0.001465


ItemName:;SM_Cappuccino
GraspType:;FullGraspTrue


ItemName:;SM_Cappuccino
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Cup_Espresso
GraspType:;FullGraspTrue


ItemName:;SM_Cup_Espresso
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_Glass_1
GraspType:;FullGraspTrue


ItemName:;SM_HelaCurryKetchup
GraspType:;FullGraspTrue


ItemName:;SM_HelaCurryKetchup
GraspType:;FullGraspTrue


ItemName:;SM_Cup_Espresso
GraspType:;FullGraspTrue


ItemName:;SM_Spoon_Soup
GraspType:;FullGraspTrue


ItemName:;SM_HelaCurryKetchup
GraspType:;FullGraspTrue
Index - Distal:;0.000189;0.000042;0.000005;0.000022;0.000026;0.000007;0.000011;0.00009;0.000004;0.000024;37.446903;426.503418;607.168274;652.027283;388.624512;497.539032;628.616089;630.125732;667.127136;711.513733;693.357849;708.407532;682.174744;727.88092;727.805969;891.457214;851.767517;772.807678;644.567566;689.098877;646.130554;671.512878;736.260193;785.658691;928.149475;685.89679;653.506775;467.169128;531.170837;510.526581;450.401703;35.841625;0.000346;506.805847
Index - Intermediate:;0.000086;103.308525;0.000022;0.000045;0.00003;0.00006;0.000024;0.000176;0.000015;0.000021;284.978638;548.737366;387.527954;1418.938232;3083.315186;3701.79248;4246.655273;4267.039551;4202.367676;4603.768555;4408.825684;4595.291504;4258.555664;4310.088379;4142.969238;4357.898438;4101.373047;3921.936523;3460.170898;3731.626221;3753.768799;4121.727539;4187.876465;4318.82959;4100.098633;3964.480225;3854.951172;3588.526367;3963.891113;3764.003418;2239.313477;143.077301;1383.569214;1104.722168
Index - Proximal:;0.0;0.000349;0.000065;0.000348;0.0;0.0;0.000193;0.000546;0.000098;0.000188;0.000689;0.00038;0.000967;0.000693;0.00283;688.072205;0.001607;592.011597;0.00138;492.014679;944.021973;650.163879;0.000382;0.00149;0.001528;0.001636;0.000231;0.000516;0.000341;0.000699;0.001696;0.000482;0.000854;0.000682;0.00068;0.001016;0.001797;0.000962;0.000843;0.0014;0.001403;0.000685;0.001949;0.002734
