SourceContainer,DestinationContainer,PouringTime,RotationSpeed,MaximumAngle,SourcePosX,SourcePosY,SourcePosZ,DestPosX,DestPosY,DestPosZ,NumberOfParticles,NumberOfFailedParticles,RotationInDegreePerSecond,IsPouringFailed
SM_Cup,SM_Blue_Cup,1.337588,95.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499992,False
SM_Cup,SM_Blue_Cup,1.341085,95.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,66.967133,True
SM_Cup,SM_Blue_Cup,1.333341,95.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.471893,False
SM_Cup,SM_Blue_Cup,1.335586,95.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499954,True
SM_Cup,SM_Blue_Cup,1.333335,95.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.666481,True
SM_Cup,SM_Blue_Cup,1.33334,95.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.513351,True
SM_Cup,SM_Blue_Cup,1.337184,95.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.499863,True
SM_Cup,SM_Blue_Cup,1.338605,95.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.554634,True
SM_Cup,SM_Blue_Cup,1.340964,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.640686,True
SM_Cup,SM_Blue_Cup,1.343127,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.92955,True
SM_Cup,SM_Blue_Cup,1.337212,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499947,True
SM_Cup,SM_Blue_Cup,1.337692,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.02298,True
SM_Cup,SM_Blue_Cup,1.333334,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.92141,True
SM_Cup,SM_Blue_Cup,1.333872,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499908,True
SM_Cup,SM_Blue_Cup,1.333594,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.240341,True
SM_Cup,SM_Blue_Cup,1.341009,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499985,True
SM_Cup,SM_Blue_Cup,1.338702,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.499954,True
SM_Cup,SM_Blue_Cup,1.333334,100.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.216423,True
SM_Cup,SM_Blue_Cup,1.33862,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499916,True
SM_Cup,SM_Blue_Cup,1.343477,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,66.820694,True
SM_Cup,SM_Blue_Cup,1.345072,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.33606,True
SM_Cup,SM_Blue_Cup,1.333334,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.499908,True
SM_Cup,SM_Blue_Cup,1.347986,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.844147,True
SM_Cup,SM_Blue_Cup,1.339951,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.212151,True
SM_Cup,SM_Blue_Cup,1.349401,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499847,True
SM_Cup,SM_Blue_Cup,1.35293,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499962,True
SM_Cup,SM_Blue_Cup,1.343624,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,66.347626,True
SM_Cup,SM_Blue_Cup,1.339373,105.0,90.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.499947,True
SM_Cup,SM_Blue_Cup,2.68726,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,9.611201,True
SM_Cup,SM_Blue_Cup,3.00027,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,9.621132,False
SM_Cup,SM_Blue_Cup,2.667461,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,9.604389,False
SM_Cup,SM_Blue_Cup,3.010545,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,9.617238,True
SM_Cup,SM_Blue_Cup,3.678138,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,9.61534,True
SM_Cup,SM_Blue_Cup,3.03077,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,9.52113,True
SM_Cup,SM_Blue_Cup,3.343602,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,9.558243,False
SM_Cup,SM_Blue_Cup,3.343584,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,9.594541,False
SM_Cup,SM_Blue_Cup,3.016514,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,9.578708,False
SM_Cup,SM_Blue_Cup,3.015853,10.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,9.590006,True
SM_Cup,SM_Blue_Cup,2.005285,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.921769,False
SM_Cup,SM_Blue_Cup,2.339754,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.92516,True
SM_Cup,SM_Blue_Cup,2.004809,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.956283,False
SM_Cup,SM_Blue_Cup,1.66667,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.939113,False
SM_Cup,SM_Blue_Cup,2.345133,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.92077,False
SM_Cup,SM_Blue_Cup,2.338028,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.96203,True
SM_Cup,SM_Blue_Cup,1.683804,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.950047,False
SM_Cup,SM_Blue_Cup,2.00609,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.911528,True
SM_Cup,SM_Blue_Cup,2.00992,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.94652,False
SM_Cup,SM_Blue_Cup,2.340913,15.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,14.975996,False
SM_Cup,SM_Blue_Cup,2.009246,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.226719,False
SM_Cup,SM_Blue_Cup,1.669055,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.252275,False
SM_Cup,SM_Blue_Cup,2.011431,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.177769,True
SM_Cup,SM_Blue_Cup,1.672411,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.263727,False
SM_Cup,SM_Blue_Cup,2.008652,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.237488,True
SM_Cup,SM_Blue_Cup,2.016952,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.260988,True
SM_Cup,SM_Blue_Cup,2.011076,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.198746,False
SM_Cup,SM_Blue_Cup,2.343438,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.185616,True
SM_Cup,SM_Blue_Cup,2.007825,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.133295,False
SM_Cup,SM_Blue_Cup,2.011646,20.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,19.136154,False
SM_Cup,SM_Blue_Cup,1.684105,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.37125,False
SM_Cup,SM_Blue_Cup,2.011895,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.384691,False
SM_Cup,SM_Blue_Cup,2.001553,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.425587,False
SM_Cup,SM_Blue_Cup,2.016475,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.346119,False
SM_Cup,SM_Blue_Cup,2.01319,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.393005,False
SM_Cup,SM_Blue_Cup,1.675673,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.403475,False
SM_Cup,SM_Blue_Cup,1.67859,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.419182,False
SM_Cup,SM_Blue_Cup,1.677442,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.406782,False
SM_Cup,SM_Blue_Cup,1.684929,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.347586,True
SM_Cup,SM_Blue_Cup,1.676514,25.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,22.38887,False
SM_Cup,SM_Blue_Cup,1.671041,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.935728,False
SM_Cup,SM_Blue_Cup,1.674443,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.883003,False
SM_Cup,SM_Blue_Cup,1.678446,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.992146,False
SM_Cup,SM_Blue_Cup,1.671161,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.907448,False
SM_Cup,SM_Blue_Cup,1.676294,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.921965,False
SM_Cup,SM_Blue_Cup,1.672132,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.775236,False
SM_Cup,SM_Blue_Cup,1.677815,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.922035,False
SM_Cup,SM_Blue_Cup,1.681019,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.781214,False
SM_Cup,SM_Blue_Cup,1.334872,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.942696,False
SM_Cup,SM_Blue_Cup,1.688797,30.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,26.922491,False
SM_Cup,SM_Blue_Cup,2.019952,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.589752,False
SM_Cup,SM_Blue_Cup,1.672789,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.537941,False
SM_Cup,SM_Blue_Cup,2.010955,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.594479,False
SM_Cup,SM_Blue_Cup,1.667028,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.480141,False
SM_Cup,SM_Blue_Cup,2.028065,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.703342,False
SM_Cup,SM_Blue_Cup,1.668392,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.618549,False
SM_Cup,SM_Blue_Cup,2.015324,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.742062,True
SM_Cup,SM_Blue_Cup,1.339203,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.649097,True
SM_Cup,SM_Blue_Cup,2.005631,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.640514,False
SM_Cup,SM_Blue_Cup,1.343798,35.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.749981,False
SM_Cup,SM_Blue_Cup,1.675448,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.749313,False
SM_Cup,SM_Blue_Cup,2.000074,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.662834,False
SM_Cup,SM_Blue_Cup,2.009921,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.579967,True
SM_Cup,SM_Blue_Cup,1.680296,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.749973,False
SM_Cup,SM_Blue_Cup,1.671477,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.60429,False
SM_Cup,SM_Blue_Cup,1.668652,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.749947,True
SM_Cup,SM_Blue_Cup,2.017383,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.662777,False
SM_Cup,SM_Blue_Cup,1.673565,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.438107,True
SM_Cup,SM_Blue_Cup,1.680166,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.414665,False
SM_Cup,SM_Blue_Cup,1.668048,40.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,33.660194,False
SM_Cup,SM_Blue_Cup,1.679768,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.999958,False
SM_Cup,SM_Blue_Cup,1.674391,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.924168,True
SM_Cup,SM_Blue_Cup,1.668189,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.444187,True
SM_Cup,SM_Blue_Cup,2.004796,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.862576,True
SM_Cup,SM_Blue_Cup,1.673024,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.999985,True
SM_Cup,SM_Blue_Cup,1.672789,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.999969,False
SM_Cup,SM_Blue_Cup,1.673196,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.81163,True
SM_Cup,SM_Blue_Cup,1.679637,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.779461,True
SM_Cup,SM_Blue_Cup,1.681875,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.999947,False
SM_Cup,SM_Blue_Cup,1.674273,45.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.999969,False
SM_Cup,SM_Blue_Cup,1.672335,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.727623,True
SM_Cup,SM_Blue_Cup,1.338432,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.999943,False
SM_Cup,SM_Blue_Cup,1.335817,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.93824,False
SM_Cup,SM_Blue_Cup,1.67281,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.929169,True
SM_Cup,SM_Blue_Cup,1.333691,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.999969,False
SM_Cup,SM_Blue_Cup,1.341456,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,44.806168,True
SM_Cup,SM_Blue_Cup,1.670901,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.712215,True
SM_Cup,SM_Blue_Cup,1.33352,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,44.999977,True
SM_Cup,SM_Blue_Cup,1.685629,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.999989,False
SM_Cup,SM_Blue_Cup,1.67637,50.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.723309,True
SM_Cup,SM_Blue_Cup,1.671396,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.924622,False
SM_Cup,SM_Blue_Cup,1.679464,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.859665,False
SM_Cup,SM_Blue_Cup,1.667091,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,44.995174,True
SM_Cup,SM_Blue_Cup,1.685167,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,44.438843,True
SM_Cup,SM_Blue_Cup,1.669391,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,44.76363,True
SM_Cup,SM_Blue_Cup,1.673412,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,44.772438,True
SM_Cup,SM_Blue_Cup,2.007543,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,44.640285,True
SM_Cup,SM_Blue_Cup,1.684744,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,44.999825,True
SM_Cup,SM_Blue_Cup,1.671118,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.999973,True
SM_Cup,SM_Blue_Cup,1.671953,55.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,44.587959,True
SM_Cup,SM_Blue_Cup,1.67105,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,44.199482,True
SM_Cup,SM_Blue_Cup,1.333501,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,44.602661,True
SM_Cup,SM_Blue_Cup,1.67119,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,44.945854,True
SM_Cup,SM_Blue_Cup,1.336709,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,4,44.85051,True
SM_Cup,SM_Blue_Cup,1.666668,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,44.706879,True
SM_Cup,SM_Blue_Cup,1.672956,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,4,44.711342,True
SM_Cup,SM_Blue_Cup,1.668792,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,44.937885,True
SM_Cup,SM_Blue_Cup,1.685566,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,44.815014,True
SM_Cup,SM_Blue_Cup,1.671457,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,44.999973,True
SM_Cup,SM_Blue_Cup,1.673067,60.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,44.636555,True
SM_Cup,SM_Blue_Cup,1.673271,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,44.958508,True
SM_Cup,SM_Blue_Cup,1.679738,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,23,44.668335,True
SM_Cup,SM_Blue_Cup,1.961326,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,7,63.879307,True
SM_Cup,SM_Blue_Cup,1.869782,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,4,64.019173,True
SM_Cup,SM_Blue_Cup,1.333555,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,63.078228,True
SM_Cup,SM_Blue_Cup,1.676561,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,4,44.743908,True
SM_Cup,SM_Blue_Cup,1.667202,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,4,44.677937,True
SM_Cup,SM_Blue_Cup,1.669645,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,44.307995,True
SM_Cup,SM_Blue_Cup,1.669256,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,4,44.934681,True
SM_Cup,SM_Blue_Cup,1.675126,65.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,44.826958,True
SM_Cup,SM_Blue_Cup,1.666687,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,67.484795,True
SM_Cup,SM_Blue_Cup,1.677671,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,67.434189,True
SM_Cup,SM_Blue_Cup,1.671487,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.499802,True
SM_Cup,SM_Blue_Cup,1.669551,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,67.499931,True
SM_Cup,SM_Blue_Cup,1.671193,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,67.22316,True
SM_Cup,SM_Blue_Cup,1.67483,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,67.323029,True
SM_Cup,SM_Blue_Cup,1.671742,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.3862,True
SM_Cup,SM_Blue_Cup,1.666668,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.444611,True
SM_Cup,SM_Blue_Cup,1.669349,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,66.938881,True
SM_Cup,SM_Blue_Cup,1.672503,70.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,67.457703,True
SM_Cup,SM_Blue_Cup,1.334228,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.495247,False
SM_Cup,SM_Blue_Cup,1.338316,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,66.958237,True
SM_Cup,SM_Blue_Cup,1.344121,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.438499,True
SM_Cup,SM_Blue_Cup,1.340232,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.045647,True
SM_Cup,SM_Blue_Cup,1.340451,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.201462,True
SM_Cup,SM_Blue_Cup,1.342904,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.143486,True
SM_Cup,SM_Blue_Cup,1.3422,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,66.602577,True
SM_Cup,SM_Blue_Cup,1.334102,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,67.499916,True
SM_Cup,SM_Blue_Cup,1.343072,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.331299,True
SM_Cup,SM_Blue_Cup,1.335898,75.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.038445,True
SM_Cup,SM_Blue_Cup,1.345561,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.423958,True
SM_Cup,SM_Blue_Cup,1.333335,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,3,67.141716,True
SM_Cup,SM_Blue_Cup,1.338229,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499931,True
SM_Cup,SM_Blue_Cup,1.340729,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,67.397491,True
SM_Cup,SM_Blue_Cup,1.336537,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.499947,True
SM_Cup,SM_Blue_Cup,1.338868,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.499947,True
SM_Cup,SM_Blue_Cup,1.33931,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.119125,True
SM_Cup,SM_Blue_Cup,1.340799,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.499908,True
SM_Cup,SM_Blue_Cup,1.333334,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,2,67.499939,True
SM_Cup,SM_Blue_Cup,1.347452,80.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,67.499947,True
SM_Cup,SM_Blue_Cup,1.67618,85.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.967995,True
SM_Cup,SM_Blue_Cup,1.66667,85.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,0,66.868362,True
SM_Cup,SM_Blue_Cup,1.669045,85.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,66.90844,True
SM_Cup,SM_Blue_Cup,1.677914,85.0,95.0,-0.4,-6.448856,63.928764,-0.400015,0.715164,49.741776,132,0,1,67.081825,True
